Date,State,TotalSamples,Negative,Positive
08-08-2020,Andhra Pradesh,2424393,2207353,217040
09-08-2020,Andhra Pradesh,2487305,2259445,227860
10-08-2020,Andhra Pradesh,2534304,2298779,235525
11-08-2020,Andhra Pradesh,2592619,2348070,
12-08-2020,Andhra Pradesh,2649767,2395621,
13-08-2020,Andhra Pradesh,2705459,2441317,
14-08-2020,Andhra Pradesh,2758485,2485400,
15-08-2020,Andhra Pradesh,2812197,2530380,
16-08-2020,Andhra Pradesh,2860943,2571114,
17-08-2020,Andhra Pradesh,2905521,2608912,
18-08-2020,Andhra Pradesh,2961611,2658245,
19-08-2020,Andhra Pradesh,3019296,2703293,
20-08-2020,Andhra Pradesh,3074847,2749451,
21-08-2020,Andhra Pradesh,3129857,2794917,
22-08-2020,Andhra Pradesh,3191326,2846110,
23-08-2020,Andhra Pradesh,3238038,2884927,
24-08-2020,Andhra Pradesh,3292501,2930789,
25-08-2020,Andhra Pradesh,3356852,2985213,
26-08-2020,Andhra Pradesh,3418690,3036221,
27-08-2020,Andhra Pradesh,3479990,3086900,
28-08-2020,Andhra Pradesh,3541321,3137705,
29-08-2020,Andhra Pradesh,3603345,3189181,
30-08-2020,Andhra Pradesh,3666422,3241655,
31-08-2020,Andhra Pradesh,3722912,3288141,
01-09-2020,Andhra Pradesh,3782746,3337607,
02-09-2020,Andhra Pradesh,3843550,3388019,
03-09-2020,Andhra Pradesh,3905775,3442940,
04-09-2020,Andhra Pradesh,3965694,3492083,
05-09-2020,Andhra Pradesh,4035317,3547986,
06-09-2020,Andhra Pradesh,4107890,3612660,
07-09-2020,Andhra Pradesh,4166077,3659584,
08-09-2020,Andhra Pradesh,4237070,3719976,
09-09-2020,Andhra Pradesh,4308762,3781250,
10-09-2020,Andhra Pradesh,4380991,3843304,
11-09-2020,Andhra Pradesh,4452128,3904442,
12-09-2020,Andhra Pradesh,4527593,3970006,
13-09-2020,Andhra Pradesh,4599826,4032703,
14-09-2020,Andhra Pradesh,4661355,4086276,
15-09-2020,Andhra Pradesh,4731866,4147941,
16-09-2020,Andhra Pradesh,4806879,4214119,
17-09-2020,Andhra Pradesh,4884371,4282909,
18-09-2020,Andhra Pradesh,4959081,4349523,
19-09-2020,Andhra Pradesh,5033676,,
20-09-2020,Andhra Pradesh,5104131,,
21-09-2020,Andhra Pradesh,5160700,4528951,
22-09-2020,Andhra Pradesh,5229529,4590227,
23-09-2020,Andhra Pradesh,5302367,4655837,
24-09-2020,Andhra Pradesh,5378367,4723982,
25-09-2020,Andhra Pradesh,5447796,4786338,
26-09-2020,Andhra Pradesh,5523786,4855035,
27-09-2020,Andhra Pradesh,5600202,4924528,
28-09-2020,Andhra Pradesh,5666323,4985162,
29-09-2020,Andhra Pradesh,5734752,5047401,
30-09-2020,Andhra Pradesh,5806558,5113074,
01-10-2020,Andhra Pradesh,5878135,5177900,
02-10-2020,Andhra Pradesh,5948534,5241744,
03-10-2020,Andhra Pradesh,6021395,5308381,
04-10-2020,Andhra Pradesh,6094206,,
05-10-2020,Andhra Pradesh,6150351,5426839,
06-10-2020,Andhra Pradesh,6216240,5486933,
07-10-2020,Andhra Pradesh,6283009,5548582,
08-10-2020,Andhra Pradesh,6349953,5610234,
09-10-2020,Andhra Pradesh,6420474,5675610,
10-10-2020,Andhra Pradesh,6494099,,
11-10-2020,Andhra Pradesh,6569616,5813889,
12-10-2020,Andhra Pradesh,6630728,5871777,
13-10-2020,Andhra Pradesh,6702810,5939237,
14-10-2020,Andhra Pradesh,6772273,6004808,
15-10-2020,Andhra Pradesh,6846040,6074537,
16-10-2020,Andhra Pradesh,6920377,6144907,
17-10-2020,Andhra Pradesh,6991258,6212112,
18-10-2020,Andhra Pradesh,7066203,6283071,
19-10-2020,Andhra Pradesh,7127533,6341483,
20-10-2020,Andhra Pradesh,7196628,6407075,
21-10-2020,Andhra Pradesh,7271050,6477751,
22-10-2020,Andhra Pradesh,7347776,6550857,
23-10-2020,Andhra Pradesh,7428014,6627330,
24-10-2020,Andhra Pradesh,7502933,,
25-10-2020,Andhra Pradesh,7570352,,
26-10-2020,Andhra Pradesh,7621896,,
27-10-2020,Andhra Pradesh,7696653,6884828,
28-10-2020,Andhra Pradesh,7773681,6958907,
29-10-2020,Andhra Pradesh,7862459,7044780,
30-10-2020,Andhra Pradesh,7946860,7126295,
31-10-2020,Andhra Pradesh,8028905,,
01-11-2020,Andhra Pradesh,8117685,,
02-11-2020,Andhra Pradesh,8182266,7354384,
03-11-2020,Andhra Pradesh,8266800,7436069,
04-11-2020,Andhra Pradesh,8342265,7509057,
05-11-2020,Andhra Pradesh,8427629,7591676,
06-11-2020,Andhra Pradesh,8507230,7668867,
07-11-2020,Andhra Pradesh,8587312,,
08-11-2020,Andhra Pradesh,8663975,7821008,
09-11-2020,Andhra Pradesh,8725025,7880666,
10-11-2020,Andhra Pradesh,8792935,7946690,
11-11-2020,Andhra Pradesh,8863340,8015363,
12-11-2020,Andhra Pradesh,8940488,8090783,
13-11-2020,Andhra Pradesh,9021225,,
14-11-2020,Andhra Pradesh,9101048,,
15-11-2020,Andhra Pradesh,9154263,,
16-11-2020,Andhra Pradesh,9197307,8342543,
17-11-2020,Andhra Pradesh,9264085,8407926,
18-11-2020,Andhra Pradesh,9333703,8476308,
19-11-2020,Andhra Pradesh,9408868,8550157,
20-11-2020,Andhra Pradesh,9474870,8614938,
21-11-2020,Andhra Pradesh,9543177,,
22-11-2020,Andhra Pradesh,9615090,,
23-11-2020,Andhra Pradesh,9662220,8799462,
24-11-2020,Andhra Pradesh,9727321,8863478,
25-11-2020,Andhra Pradesh,9788047,8923373,
26-11-2020,Andhra Pradesh,9855316,8989611,
27-11-2020,Andhra Pradesh,9913068,9046630,
28-11-2020,Andhra Pradesh,9962416,9095353,
29-11-2020,Andhra Pradesh,10017126,,
30-11-2020,Andhra Pradesh,10057854,,
01-12-2020,Andhra Pradesh,10109708,9240959,
02-12-2020,Andhra Pradesh,10166696,9297284,
03-12-2020,Andhra Pradesh,10229745,9359669,
04-12-2020,Andhra Pradesh,10293151,,
05-12-2020,Andhra Pradesh,10350283,,
06-12-2020,Andhra Pradesh,10410612,,
07-12-2020,Andhra Pradesh,10453618,9581330,
08-12-2020,Andhra Pradesh,10509805,,
09-12-2020,Andhra Pradesh,10570843,,
10-12-2020,Andhra Pradesh,10635197,,
11-12-2020,Andhra Pradesh,10699622,9359669,
12-12-2020,Andhra Pradesh,10767117,,
13-12-2020,Andhra Pradesh,10830990,9955459,
14-12-2020,Andhra Pradesh,10875925,10000089,
15-12-2020,Andhra Pradesh,10937377,10061041,
16-12-2020,Andhra Pradesh,11001476,10124662,
17-12-2020,Andhra Pradesh,11065297,10187949,
18-12-2020,Andhra Pradesh,11134359,10256553,
19-12-2020,Andhra Pradesh,11196574,,
20-12-2020,Andhra Pradesh,11260810,,
21-12-2020,Andhra Pradesh,11301105,10422168,
22-12-2020,Andhra Pradesh,11357530,10478191,
23-12-2020,Andhra Pradesh,11415249,10535528,
24-12-2020,Andhra Pradesh,11474797,10594722,
25-12-2020,Andhra Pradesh,11531206,10650776,
26-12-2020,Andhra Pradesh,11574117,10693405,
27-12-2020,Andhra Pradesh,11620503,,
28-12-2020,Andhra Pradesh,11657884,,
29-12-2020,Andhra Pradesh,11708678,10827079,
30-12-2020,Andhra Pradesh,11764418,10882470,
31-12-2020,Andhra Pradesh,11825566,10943280,
01-01-2021,Andhra Pradesh,11884085,11001473,
02-01-2021,Andhra Pradesh,11932603,11049753,
03-01-2021,Andhra Pradesh,11972780,11089698,
04-01-2021,Andhra Pradesh,12002494,11119284,
05-01-2021,Andhra Pradesh,12053914,11170327,
06-01-2021,Andhra Pradesh,12105121,11221245,
07-01-2021,Andhra Pradesh,12164531,11280360,
08-01-2021,Andhra Pradesh,12224202,12224202,
09-01-2021,Andhra Pradesh,12274647,,
10-01-2021,Andhra Pradesh,12324674,,
11-01-2021,Andhra Pradesh,12355607,11470570,
12-01-2021,Andhra Pradesh,12396593,11511359,
13-01-2021,Andhra Pradesh,12441272,,
14-01-2021,Andhra Pradesh,12482943,11597327,
15-01-2021,Andhra Pradesh,12514639,11628929,
16-01-2021,Andhra Pradesh,12540181,,
17-01-2021,Andhra Pradesh,12576272,,
18-01-2021,Andhra Pradesh,12604214,,
19-01-2021,Andhra Pradesh,12643313,11757068,
20-01-2021,Andhra Pradesh,12690165,11803747,
21-01-2021,Andhra Pradesh,12739648,11853091,
22-01-2021,Andhra Pradesh,12787961,11901267,
23-01-2021,Andhra Pradesh,12831731,11944879,
24-01-2021,Andhra Pradesh,12876113,11989103,
25-01-2021,Andhra Pradesh,12903830,12016764,
26-01-2021,Andhra Pradesh,12942153,12054915,
27-01-2021,Andhra Pradesh,12975961,12088612,
28-01-2021,Andhra Pradesh,13012150,12124684,
29-01-2021,Andhra Pradesh,13054959,12167368,
30-01-2021,Andhra Pradesh,13095962,,
31-01-2021,Andhra Pradesh,13137872,,
01-02-2021,Andhra Pradesh,13159794,12271894,
02-02-2021,Andhra Pradesh,13189103,12301099,
03-02-2021,Andhra Pradesh,13214548,12326449,
04-02-2021,Andhra Pradesh,13242802,12354624,
05-02-2021,Andhra Pradesh,13276678,12388403,
06-02-2021,Andhra Pradesh,13311542,12423192,
07-02-2021,Andhra Pradesh,13345522,,
08-02-2021,Andhra Pradesh,13367616,12479131,
09-02-2021,Andhra Pradesh,13394460,12505905,
10-02-2021,Andhra Pradesh,13422878,12534273,
11-02-2021,Andhra Pradesh,13453405,12564713,
12-02-2021,Andhra Pradesh,13484025,12595265,
13-02-2021,Andhra Pradesh,13517440,,
14-02-2021,Andhra Pradesh,13546228,,
15-02-2021,Andhra Pradesh,13565062,12676163,
16-02-2021,Andhra Pradesh,13589373,12700414,
17-02-2021,Andhra Pradesh,13615847,12726837,
18-02-2021,Andhra Pradesh,13644086,12755009,
19-02-2021,Andhra Pradesh,13670612,12781456,
20-02-2021,Andhra Pradesh,13697048,,
21-02-2021,Andhra Pradesh,13728728,12839430,
22-02-2021,Andhra Pradesh,13746985,12857646,
23-02-2021,Andhra Pradesh,13775253,12888739,
24-02-2021,Andhra Pradesh,13807747,,
25-02-2021,Andhra Pradesh,13843190,12953605,
26-02-2021,Andhra Pradesh,13877968,,
27-02-2021,Andhra Pradesh,13915009,13025210,
28-02-2021,Andhra Pradesh,13954131,13064215,
01-03-2021,Andhra Pradesh,13974400,13084426,
02-03-2021,Andhra Pradesh,14010204,13120124,
03-03-2021,Andhra Pradesh,14047174,13156959,
04-03-2021,Andhra Pradesh,14092251,13201934,
05-03-2021,Andhra Pradesh,14143911,13253470,
06-03-2021,Andhra Pradesh,14190477,,
07-03-2021,Andhra Pradesh,14236179,13345487,
08-03-2021,Andhra Pradesh,14262086,13371320,
09-03-2021,Andhra Pradesh,14307165,13416281,
10-03-2021,Andhra Pradesh,14356138,13465134,
11-03-2021,Andhra Pradesh,14403941,13512763,
12-03-2021,Andhra Pradesh,14448650,13557262,
13-03-2021,Andhra Pradesh,14489098,13597535,
14-03-2021,Andhra Pradesh,14534762,,
15-03-2021,Andhra Pradesh,14557366,13665358,
16-03-2021,Andhra Pradesh,14580783,13688514,
17-03-2021,Andhra Pradesh,14611499,13718977,
18-03-2021,Andhra Pradesh,14642664,13749924,
19-03-2021,Andhra Pradesh,14674210,13781224,
20-03-2021,Andhra Pradesh,14705188,13811822,
21-03-2021,Andhra Pradesh,14736326,13842592,
22-03-2021,Andhra Pradesh,14771701,13877657,
23-03-2021,Andhra Pradesh,14805335,13910799,
24-03-2021,Andhra Pradesh,14840401,13945280,
25-03-2021,Andhra Pradesh,14875597,13979718,
26-03-2021,Andhra Pradesh,14916201,14019338,
27-03-2021,Andhra Pradesh,14958897,,
28-03-2021,Andhra Pradesh,14990039,14091224,
29-03-2021,Andhra Pradesh,15021364,14121552,
30-03-2021,Andhra Pradesh,15052215,,
31-03-2021,Andhra Pradesh,15083179,14181190,
01-04-2021,Andhra Pradesh,15114988,14211728,
02-04-2021,Andhra Pradesh,15146104,14241556,
03-04-2021,Andhra Pradesh,15177364,14271418,
04-04-2021,Andhra Pradesh,15208436,14300760,
05-04-2021,Andhra Pradesh,15239114,14330112,
06-04-2021,Andhra Pradesh,15270771,14359828,
07-04-2021,Andhra Pradesh,15302583,14389309,
08-04-2021,Andhra Pradesh,15333851,14418019,
09-04-2021,Andhra Pradesh,15365743,14447176,
10-04-2021,Andhra Pradesh,15397672,14475766,
11-04-2021,Andhra Pradesh,15429391,14503990,
12-04-2021,Andhra Pradesh,15463146,14534482,
13-04-2021,Andhra Pradesh,15498728,14565836,
14-04-2021,Andhra Pradesh,15534460,14597411,
15-04-2021,Andhra Pradesh,15570201,14628066,
16-04-2021,Andhra Pradesh,15606163,14657932,
17-04-2021,Andhra Pradesh,15642070,14686615,
18-04-2021,Andhra Pradesh,15677992,14715955,
19-04-2021,Andhra Pradesh,15715757,14747757,
20-04-2021,Andhra Pradesh,15753679,14776692,
21-04-2021,Andhra Pradesh,15793298,14806595,
22-04-2021,Andhra Pradesh,15835169,14837707,
23-04-2021,Andhra Pradesh,15880750,14871522,
24-04-2021,Andhra Pradesh,15931722,14910796,
25-04-2021,Andhra Pradesh,15994607,14961047,
26-04-2021,Andhra Pradesh,16068648,15025207,
27-04-2021,Andhra Pradesh,16143083,15088208,
28-04-2021,Andhra Pradesh,16217831,15148287,
29-04-2021,Andhra Pradesh,16303866,15219530,
30-04-2021,Andhra Pradesh,16390360,15288670,
01-05-2021,Andhra Pradesh,16488574,15367472,
02-05-2021,Andhra Pradesh,16602873,15457851,
03-05-2021,Andhra Pradesh,16718148,15554154,
04-05-2021,Andhra Pradesh,16833932,15649904,
05-05-2021,Andhra Pradesh,16950299,15744067,
06-05-2021,Andhra Pradesh,17060446,15832260,
07-05-2021,Andhra Pradesh,17160870,15915496,
08-05-2021,Andhra Pradesh,17262441,15991002,
09-05-2021,Andhra Pradesh,17367935,16080332,
10-05-2021,Andhra Pradesh,17428059,16125470,
11-05-2021,Andhra Pradesh,17514937,16192003,
12-05-2021,Andhra Pradesh,17605687,16261301,
13-05-2021,Andhra Pradesh,17702133,16335348,
14-05-2021,Andhra Pradesh,17791220,16402417,
15-05-2021,Andhra Pradesh,17880755,16469435,
16-05-2021,Andhra Pradesh,17975305,16539814,
17-05-2021,Andhra Pradesh,18049054,16595002,
18-05-2021,Andhra Pradesh,18140307,16664935,
19-05-2021,Andhra Pradesh,18241637,16743105,
20-05-2021,Andhra Pradesh,18342918,16821776,
21-05-2021,Andhra Pradesh,18435149,16893070,
22-05-2021,Andhra Pradesh,18525758,16963698,
23-05-2021,Andhra Pradesh,18617387,17036560,
24-05-2021,Andhra Pradesh,18676222,17082401,
25-05-2021,Andhra Pradesh,18749201,17140096,
26-05-2021,Andhra Pradesh,18840321,17212931,
27-05-2021,Andhra Pradesh,18924545,17280988,
28-05-2021,Andhra Pradesh,19009047,17351061,
29-05-2021,Andhra Pradesh,19088611,17416869,
30-05-2021,Andhra Pradesh,19172843,17487701,
31-05-2021,Andhra Pradesh,19256304,17563219,
01-06-2021,Andhra Pradesh,19350008,15858831,
02-06-2021,Andhra Pradesh,19448056,17730900,
03-06-2021,Andhra Pradesh,19534279,17805702,
04-06-2021,Andhra Pradesh,19619590,17880600,
05-06-2021,Andhra Pradesh,19708031,,
06-06-2021,Andhra Pradesh,19791721,18033382,
07-06-2021,Andhra Pradesh,19856521,18093310,
09-04-2020,Arunachal Pradesh,206,185,1
14-04-2020,Arunachal Pradesh,280,250,1
17-04-2020,Arunachal Pradesh,363,338,1
18-04-2020,Arunachal Pradesh,389,358,1
20-04-2020,Arunachal Pradesh,439,405,1
21-04-2020,Arunachal Pradesh,454,433,1
22-04-2020,Arunachal Pradesh,496,441,2
24-04-2020,Arunachal Pradesh,526,508,2
26-04-2020,Arunachal Pradesh,568,529,2
27-04-2020,Arunachal Pradesh,584,566,2
28-04-2020,Arunachal Pradesh,610,581,2
29-04-2020,Arunachal Pradesh,662,595,2
30-04-2020,Arunachal Pradesh,694,656,2
01-05-2020,Arunachal Pradesh,724,692,2
03-05-2020,Arunachal Pradesh,810,761,2
04-05-2020,Arunachal Pradesh,869,762,2
05-05-2020,Arunachal Pradesh,970,814,2
06-05-2020,Arunachal Pradesh,1039,857,2
07-05-2020,Arunachal Pradesh,1144,952,2
08-05-2020,Arunachal Pradesh,1354,1015,2
09-05-2020,Arunachal Pradesh,1597,1266,2
10-05-2020,Arunachal Pradesh,1823,1363,2
11-05-2020,Arunachal Pradesh,2078,1538,2
12-05-2020,Arunachal Pradesh,2257,1798,2
13-05-2020,Arunachal Pradesh,2483,1902,2
14-05-2020,Arunachal Pradesh,2677,2233,2
15-05-2020,Arunachal Pradesh,2942,2546,2
16-05-2020,Arunachal Pradesh,3163,2861,2
17-05-2020,Arunachal Pradesh,3349,2966,2
18-05-2020,Arunachal Pradesh,3662,3166,2
19-05-2020,Arunachal Pradesh,3941,3392,2
20-05-2020,Arunachal Pradesh,4157,3710,2
21-05-2020,Arunachal Pradesh,4438,3963,2
22-05-2020,Arunachal Pradesh,4844,4211,2
23-05-2020,Arunachal Pradesh,5206,4340,2
24-05-2020,Arunachal Pradesh,5428,4552,2
25-05-2020,Arunachal Pradesh,5997,4941,2
26-05-2020,Arunachal Pradesh,6319,5083,2
27-05-2020,Arunachal Pradesh,6436,5405,2
28-05-2020,Arunachal Pradesh,6984,5677,3
29-05-2020,Arunachal Pradesh,7488,6268,3
30-05-2020,Arunachal Pradesh,8017,6675,4
31-05-2020,Arunachal Pradesh,8283,7012,4
01-06-2020,Arunachal Pradesh,8768,7528,22
02-06-2020,Arunachal Pradesh,9079,7806,28
03-06-2020,Arunachal Pradesh,9551,7927,38
04-06-2020,Arunachal Pradesh,10025,8552,43
05-06-2020,Arunachal Pradesh,10790,8877,46
06-06-2020,Arunachal Pradesh,11261,9350,49
07-06-2020,Arunachal Pradesh,11516,9921,51
08-06-2020,Arunachal Pradesh,12012,10376,57
09-06-2020,Arunachal Pradesh,12455,10642,57
10-06-2020,Arunachal Pradesh,13035,11420,61
11-06-2020,Arunachal Pradesh,13479,11754,67
12-06-2020,Arunachal Pradesh,14047,12119,87
13-06-2020,Arunachal Pradesh,14518,12817,88
15-06-2020,Arunachal Pradesh,15453,13610,95
16-06-2020,Arunachal Pradesh,16158,14339,99
17-06-2020,Arunachal Pradesh,16630,14698,103
18-06-2020,Arunachal Pradesh,16630,14698,103
19-06-2020,Arunachal Pradesh,18008,14698,135
20-06-2020,Arunachal Pradesh,18521,16827,135
21-06-2020,Arunachal Pradesh,19154,17100,139
22-06-2020,Arunachal Pradesh,19799,18123,148
23-06-2020,Arunachal Pradesh,20398,18571,158
24-06-2020,Arunachal Pradesh,20938,18979,160
25-06-2020,Arunachal Pradesh,21274,19298,172
26-06-2020,Arunachal Pradesh,21890,19877,174
27-06-2020,Arunachal Pradesh,22623,20209,177
28-06-2020,Arunachal Pradesh,23011,20673,182
29-06-2020,Arunachal Pradesh,23709,21408,187
30-06-2020,Arunachal Pradesh,24237,21766,191
01-07-2020,Arunachal Pradesh,24856,22443,195
02-07-2020,Arunachal Pradesh,25440,23025,232
03-07-2020,Arunachal Pradesh,25917,23486,252
04-07-2020,Arunachal Pradesh,26569,24025,259
05-07-2020,Arunachal Pradesh,26808,24466,269
06-07-2020,Arunachal Pradesh,27645,24900,270
07-07-2020,Arunachal Pradesh,28072,25649,276
08-07-2020,Arunachal Pradesh,28581,25996,287
09-07-2020,Arunachal Pradesh,29232,26707,302
10-07-2020,Arunachal Pradesh,29834,28023,335
11-07-2020,Arunachal Pradesh,30922,28711,341
12-07-2020,Arunachal Pradesh,31520,29296,359
13-07-2020,Arunachal Pradesh,32691,30725,387
14-07-2020,Arunachal Pradesh,33807,31688,462
15-07-2020,Arunachal Pradesh,34619,32450,491
16-07-2020,Arunachal Pradesh,35430,33222,543
17-07-2020,Arunachal Pradesh,36426,34040,609
18-07-2020,Arunachal Pradesh,38042,35471,650
19-07-2020,Arunachal Pradesh,39288,37032,740
20-07-2020,Arunachal Pradesh,40477,37752,790
21-07-2020,Arunachal Pradesh,41772,39116,858
22-07-2020,Arunachal Pradesh,44986,42369,949
23-07-2020,Arunachal Pradesh,48880,46332,991
24-07-2020,Arunachal Pradesh,53335,51033,1056
25-07-2020,Arunachal Pradesh,57861,55574,1126
26-07-2020,Arunachal Pradesh,59558,57541,1158
27-07-2020,Arunachal Pradesh,63784,61629,1239
28-07-2020,Arunachal Pradesh,68034,65962,1330
29-07-2020,Arunachal Pradesh,72739,70551,1410
30-07-2020,Arunachal Pradesh,77630,75572,1484
31-07-2020,Arunachal Pradesh,81865,77637,1591
01-08-2020,Arunachal Pradesh,86288,81988,1673
02-08-2020,Arunachal Pradesh,89031,84700,1698
03-08-2020,Arunachal Pradesh,91227,86828,1758
04-08-2020,Arunachal Pradesh,93365,91127,1790
05-08-2020,Arunachal Pradesh,95983,91164,1855
06-08-2020,Arunachal Pradesh,98733,93684,1948
07-08-2020,Arunachal Pradesh,101947,96758,2049
08-08-2020,Arunachal Pradesh,104833,99460,2117
09-08-2020,Arunachal Pradesh,106792,101265,2155
10-08-2020,Arunachal Pradesh,109863,104171,2231
11-08-2020,Arunachal Pradesh,112689,106807,2327
12-08-2020,Arunachal Pradesh,115758,109794,
13-08-2020,Arunachal Pradesh,118882,112767,
14-08-2020,Arunachal Pradesh,121371,115112,2607
15-08-2020,Arunachal Pradesh,122854,116538,2658
16-08-2020,Arunachal Pradesh,124786,118381,
17-08-2020,Arunachal Pradesh,127286,120729,
18-08-2020,Arunachal Pradesh,130246,123408,
19-08-2020,Arunachal Pradesh,133048,126085,
20-08-2020,Arunachal Pradesh,136092,128762,
21-08-2020,Arunachal Pradesh,138913,131556,
22-08-2020,Arunachal Pradesh,141655,134121,
23-08-2020,Arunachal Pradesh,143626,135812,
24-08-2020,Arunachal Pradesh,146012,138059,
25-08-2020,Arunachal Pradesh,149273,141127,
26-08-2020,Arunachal Pradesh,152852,144556,
27-08-2020,Arunachal Pradesh,155750,147281,
28-08-2020,Arunachal Pradesh,158993,150209,
29-08-2020,Arunachal Pradesh,161525,152666,
30-08-2020,Arunachal Pradesh,164524,155425,
31-08-2020,Arunachal Pradesh,167615,158324,
01-09-2020,Arunachal Pradesh,170445,160911,
02-09-2020,Arunachal Pradesh,173469,163658,
03-09-2020,Arunachal Pradesh,177259,167280,
04-09-2020,Arunachal Pradesh,180372,170070,
05-09-2020,Arunachal Pradesh,183390,172829,
06-09-2020,Arunachal Pradesh,185322,174589,
07-09-2020,Arunachal Pradesh,188435,177394,
08-09-2020,Arunachal Pradesh,191632,180193,
09-09-2020,Arunachal Pradesh,194647,182937,
10-09-2020,Arunachal Pradesh,197711,185795,
11-09-2020,Arunachal Pradesh,201010,188857,
12-09-2020,Arunachal Pradesh,203356,191018,
13-09-2020,Arunachal Pradesh,205519,192960,
14-09-2020,Arunachal Pradesh,208164,195308,
15-09-2020,Arunachal Pradesh,210345,197252,
16-09-2020,Arunachal Pradesh,214292,200905,
17-09-2020,Arunachal Pradesh,216202,202540,
